RTCid,Parent,Type,Summary,Sprint,Team,SP,Blocks
1000083,396819,Story,"Lab - Maintain Labs - Facility Management, security, GFE, calibration, test equipment repairs - Tim (14.4)",14.4,Labradors,5,
1000082,396819,Story,"Lab - Maintain Labs - Facility Management, security, GFE, calibration, test equipment repairs - Tim (14.3)",14.3,Labradors,5,
1000081,396819,Story,"Lab - Maintain Labs - Facility Management, security, GFE, calibration, test equipment repairs - Tim (14.2)",14.2,Labradors,5,
1000080,396819,Story,"Lab - Maintain Labs - Facility Management, security, GFE, calibration, test equipment repairs - Tim (14.1)",14.1,Labradors,5,
1000079,396819,Story,"Lab - Maintain Labs - Core Network debug, recovery and repair - Dave (14.5)",14.5,Labradors,1,
1000078,396819,Story,"Lab - Maintain Labs - Core Network debug, recovery and repair - Dave (14.4)",14.4,Labradors,1,
1000077,396819,Story,"Lab - Maintain Labs - Core Network debug, recovery and repair - Dave (14.3)",14.3,Labradors,1,
1000076,396819,Story,"Lab - Maintain Labs - Core Network debug, recovery and repair - Dave (14.2)",14.2,Labradors,1,
1000075,396819,Story,"Lab - Maintain Labs - Core Network debug, recovery and repair - Dave (14.1)",14.1,Labradors,1,
1000064,395871,Story,Feature 395871: WWTS Trouble Ticket Support,14.5,WWTS,1,
1000063,395871,Story,Feature 395871: WWTS Trouble Ticket Support,14.3,WWTS,1,
1000061,395871,Story,Feature 395871: WWTS Trouble Ticket Support,14.5,WWTS,1,
1000060,395871,Story,Feature 395871: WWTS Trouble Ticket Support,14.4,WWTS,1,
1000059,395871,Story,Feature 395871: WWTS Trouble Ticket Support,14.3,WWTS,1,
1000057,395871,Story,Feature 395871: WWTS Trouble Ticket Support 14.2,14.2,WWTS,1,
1000056,395871,Story,Feature 395871: WWTS Trouble Ticket Support,14.1,WWTS,1,
1000044,396002,Story,Feature 396002: PI 13 Technical Support,14.5,WWTS,1,
1000041,396002,Story,Feature 396002: PI 13 Technical Support,14.4,WWTS,1,
1000039,396002,Story,Feature 396002: PI 13 Technical Support,14.2,WWTS,1,
1000038,396002,Story,Feature 396002: PI 13 Technical Support,14.1,WWTS,1,
396916,395871,Story,Feature 395871: MAGIC TT Support - EA 14.5,14.5,Magic,2,
396915,395871,Story,Feature 395871: MAGIC TT Support - EA 14.4,14.4,Magic,2,
396914,395871,Story,Feature 395871: MAGIC TT Support - EA 14.3,14.3,Magic,2,
396913,395871,Story,Feature 395871: MAGIC TT Support - EA 14.2,14.2,Magic,2,
396912,395871,Story,Feature 395871: MAGIC TT Support - EA 14.1,14.1,Magic,2,
396909,396308,Story,Feature 396308: MAGIC PWI Triage/Assessment Support - EA 14.5,14.5,Magic,2,
396908,396308,Story,Feature 396308: MAGIC PWI Triage/Assessment Support - EA 14.4,14.4,Magic,2,
396907,396308,Story,Feature 396308: MAGIC PWI Triage/Assessment Support - EA 14.3,14.3,Magic,2,
396906,396308,Story,Feature 396308: MAGIC PWI Triage/Assessment Support - EA 14.2,14.2,Magic,2,
396905,396308,Story,Feature 396308: MAGIC PWI Triage/Assessment Support - EA 14.1,14.1,Magic,2,
396840,396835,Story,Feature 396835: Incorporate Redlines and Finalize the Government Property Inventory Report,14.3,Octopi,3,
396839,396835,Story,Feature 396835: Review and Redline the New Government Property Inventory Report,14.1,Octopi,2,
396838,396835,Story,Feature 396835: Create the New Government Property Inventory Report,14.2,Octopi,5,
396835,262146,Feature,Government Property Inventory Report (CDRL A006),14.4,Octopi,0,
396819,262134,Feature,"Lab - Maintain Labs for Integration, Testing and Test Events with minimal down time  (PI-14)",14.5,Labradors,0,
396799,396770,Story,Feature 396770: Incorporate Redlines and Finalize the Warranty Performance Report,14.1,Octopi,1,
396770,262146,Feature,Warranty Performance Report (CDRL A005),14.1,Octopi,0,
396663,262146,Feature,Assess Training Needs and Plan Training for Development During PI 14 (Recurring),14.5,Falcons,0,
396640,395373,Story,Database IAVA Intake - 14.5,14.5,Cyber,1,
396639,395373,Story,Database IAVA Intake - 14.4,14.4,Cyber,1,
396638,395373,Story,Database IAVA Intake - 14.3,14.3,Cyber,1,
396636,395373,Story,Database IAVA Intake - 14.2,14.2,Cyber,1,
396635,395373,Story,Database IAVA Intake - 14.1,14.1,Cyber,1,
396516,396508,Story,"Feature 396508: Finalize, Print, and Ship Materials - Training EAD 15 [Create Training]",14.4,Falcons,1,
396512,396508,Story,Feature 396508: Create Training Materials - Training EAD 15 [Create Training],14.2,Falcons,1,
396511,396508,Story,Feature 396508: Create Draft Training Plan - Training EAD 15 [Training Plan],14.2,Falcons,1,
396509,396508,Story,Feature 396508: Finalize Op Impact Briefing Slides - Training EAD 15 [Op Impacts],14.1,Falcons,1,
396506,396492,Story,Feature 396492: Initiate CM PDO Processing for all CI's,14.1,TOFF,1,
396505,396492,Story,Feature 396492: Prep and Perform Feature Demo – Customer Demo Event,14.1,TOFF,2,396506
396496,396492,Story,Feature 396492: Provide Deployment Notes and Operator Impact Inputs,14.1,TOFF,1,396505
396492,395610,Feature,Address ProvBridge to HLR timeout during terminal provisioning,14.1,TOFF,0,
396437,243505,Feature,Tools Team Support / LOE for RAN/RDE Environment in PI 14,14.5,Tools,0,
396415,243505,Feature,Tools Team Support / LOE for SDE/ODE Environment in PI 14,14.5,Tools,0,
396382,396308,Story,Feature 396308: PI 14 SA PWI Support - EA 14.5,14.5,SIC,1,
396381,396308,Story,Feature 396308: PI 14 SA PWI Support - EA 14.4,14.4,SIC,2,
396380,396308,Story,Feature 396308: PI 14 SA PWI Support - EA 14.3,14.3,SIC,2,
396379,396308,Story,Feature 396308: PI 14 SA PWI Support - EA 14.2,14.2,SIC,2,
396378,396308,Story,Feature 396308: PI 14 SA PWI Support - EA 14.1,14.1,SIC,2,
396377,395871,Story,Feature 395871: PI 14 SA TT Support - EA 14.5,14.5,SIC,1,
396375,395871,Story,Feature 395871: PI 14 SA TT Support - EA 14.4,14.4,SIC,2,
396373,395871,Story,Feature 395871: PI 14 SA TT Support - EA 14.3,14.3,SIC,2,
396372,395871,Story,Feature 395871: PI 14 SA TT Support - cleanup of “stuck” profiles - part 1,14.2,SIC,3,
396370,395871,Story,Feature 395871: PI 14 SA TT Support - EA 14.1 (SQL Server - manual profile check),14.1,SIC,2,
396365,396308,Story,Feature 396308: CSE PWI Triage/Assessment Support - 14.5,14.5,Cyber,2,
396364,396308,Story,Feature 396308: CSE PWI Triage/Assessment Support - 14.4,14.4,Cyber,2,
396363,396308,Story,Feature 396308: CSE PWI Triage/Assessment Support - 14.3,14.3,Cyber,2,
396362,396308,Story,Feature 396308: CSE PWI Triage/Assessment Support - 14.2,14.2,Cyber,2,
396361,396308,Story,Feature 396308: CSE PWI Triage/Assessment Support - 14.1,14.1,Cyber,2,
396334,396308,Story,Feature 396308: Falcons PWI Triage/Assessment Support EA 14.5,14.5,Falcons,1,
396333,396308,Story,Feature 396308: Falcons PWI Triage/Assessment Support EA 14.4,14.4,Falcons,1,
396332,396308,Story,Feature 396308: Falcons PWI Triage/Assessment Support EA 14.3,14.3,Falcons,1,
396331,396308,Story,Feature 396308: Falcons PWI Triage/Assessment Support EA 14.2,14.2,Falcons,1,
396330,396308,Story,Feature 396308: Falcons PWI Triage/Assessment Support EA 14.1,14.1,Falcons,1,
396329,396308,Story,Feature 396308: Octopi PWI Triage/Assessment Support EA 14.5,14.5,Octopi,1,
396328,396308,Story,Feature 396308: Octopi PWI Triage/Assessment Support EA 14.4,14.4,Octopi,1,
396327,396308,Story,Feature 396308: Octopi PWI Triage/Assessment Support EA 14.3,14.3,Octopi,1,
396326,396308,Story,Feature 396308: Octopi PWI Triage/Assessment Support EA 14.2,14.2,Octopi,1,
396325,396308,Story,Feature 396308: Octopi PWI Triage/Assessment Support EA 14.1,14.1,Octopi,1,
396308,243395,Feature,PI 14 PWI Triage/Assessment Support (Recurring),14.5,TOFF,0,
396305,396272,Story,Firewall Health Check and capture metrics - EA 14.5,14.5,TOFF,1,
396304,396272,Story,Firewall Health Check and capture metrics - EA 14.4,14.4,TOFF,1,
396302,396272,Story,Firewall Health Check and capture metrics - EA 14.2,14.2,TOFF,1,
396301,396272,Story,Firewall Health Check and capture metrics - EA 14.1,14.1,TOFF,1,
396278,396272,Story,Feature 396272: Daily RAN Ground Health Check and Incident Capture for TOFF Metrics - EA 14.5,14.5,WWTS,1,
396277,396272,Story,Feature 396272: Daily RAN Ground Health Check and Incident Capture for TOFF Metrics - EA 14.4,14.4,WWTS,1,
396276,396272,Story,Feature 396272: Daily RAN Ground Health Check and Incident Capture for TOFF Metrics - EA 14.3,14.3,WWTS,1,
396275,396272,Story,Feature 396272: Daily RAN Ground Health Check and Incident Capture for TOFF Metrics - EA 14.2,14.2,WWTS,1,
396274,396272,Story,Feature 396272: Daily RAN Ground Health Check and Incident Capture for TOFF Metrics - EA 14.1,14.1,WWTS,1,
396272,245575,Feature,Capture & Communicate TOFF Metrics (Recurring),14.5,TOFF,0,
396262,396002,Story,Feature 396002: SIC PI 14 Technical Support - EA 14.4,14.4,SIC,1,
396261,396002,Story,Feature 396002: SIC PI 14 Technical Support - EA 14.3,14.3,SIC,1,
396260,396002,Story,Feature 396002: SIC PI 14 Technical Support - EA 14.2,14.2,SIC,1,
396253,396248,Story,Feature 396248: Update CRM Database Entries for EA 14.5,14.5,Octopi,2,
396252,396248,Story,Feature 396248: Update CRM Database Entries for EA 14.4,14.4,Octopi,2,
396251,396248,Story,Feature 396248: Update CRM Database Entries for EA 14.3,14.3,Octopi,2,
396250,396248,Story,Feature 396248: Update CRM Database Entries for EA 14.2,14.2,Octopi,2,
396249,396248,Story,Feature 396248: Update CRM Database Entries for EA 14.1 & Produce CSO CDM Report through EAD 14,14.1,Octopi,2,
396248,262146,Feature,PI 14 Maintain CRM Database (Recurring),14.5,Octopi,0,
396242,395871,Story,Feature 395871: WWTS Waveform Analysis and Issue Support (5),14.5,WWTS,1,
396241,395871,Story,Feature 395871: Waveform Analysis and Issue Support (4),14.4,WWTS,1,
396240,395871,Story,Feature 395871: WWTS Waveform Analysis and Issue Support (3),14.3,WWTS,1,
396239,395871,Story,Feature 395871: WWTS Waveform Analysis and Issue Support (2),14.2,WWTS,1,
396238,395871,Story,Feature 395871: WWTS Waveform Analysis and Issue Support (1),14.1,WWTS,1,
396235,395871,Story,Feature 395871: TOFF LOE TT Support - EA 14.3,14.3,TOFF,1,
396234,395871,Story,Feature 395871: TOFF LOE TT Support - EA 14.2,14.2,TOFF,1,
396233,395871,Story,Feature 395871: TOFF LOE TT Support - EA 14.1,14.1,TOFF,1,
396232,395871,Story,Feature 395871: TOFF LOE - TT Support - EA 14.5,14.5,TOFF,3,
396231,395871,Story,Feature 395871: TOFF LOE - TT Support - EA 14.4,14.4,TOFF,3,
396230,395871,Story,Feature 395871: TOFF LOE - TT Support - EA 14.3,14.3,TOFF,5,
396229,395871,Story,Feature 395871: TOFF LOE - TT Support - EA 14.2,14.2,TOFF,5,
396228,395871,Story,Feature 395871: TOFF LOE - TT Support - EA 14.1,14.1,TOFF,5,
396227,395871,Story,Feature 395871: TOFF LOE TT Support - EA 14.5,14.5,TOFF,2,
396226,395871,Story,Feature 395871: TOFF LOE TT Support - EA 14.4,14.4,TOFF,2,
396225,395871,Story,Feature 395871: TOFF LOE TT Support - EA 14.3,14.3,TOFF,1,
396224,395871,Story,Feature 395871: TOFF LOE TT Support - EA 14.2,14.2,TOFF,2,
396223,395871,Story,Feature 395871: TOFF LOE TT Support - EA 14.1,14.1,TOFF,3,
396212,395871,Story,Feature 395871: TOFF LOE - TT Support - EA 14.5,14.5,TOFF,1,
396211,395871,Story,Feature 395871: TOFF LOE - TT Support - EA 14.4,14.4,TOFF,3,
396210,395871,Story,Feature 395871: TOFF LOE - TT Support - EA 14.3,14.3,TOFF,1,
396209,395871,Story,Feature 395871: TOFF LOE - TT Support - EA 14.2,14.2,TOFF,3,
396208,395871,Story,Feature 395871: TOFF LOE - TT Support - EA 14.1,14.1,TOFF,3,
396207,395871,Story,Feature 395871: TOFF LOE - Site Support and PWI generation - EA 14.5,14.5,TOFF,1,
396206,395871,Story,Feature 395871: TOFF LOE - Site Support and PWI generation - EA 14.4,14.4,TOFF,1,
396205,395871,Story,Feature 395871: TOFF LOE - Site Support and PWI generation - EA 14.3,14.3,TOFF,1,
396204,395871,Story,Feature 395871: TOFF LOE - Site Support and PWI generation - EA 14.2,14.2,TOFF,1,
396203,395871,Story,Feature 395871: TOFF LOE - Site Support and PWI generation - EA 14.1,14.1,TOFF,1,
396202,395871,Story,Feature 395871: TOFF LOE - MPC Support - EA 14.5,14.5,TOFF,1,
396201,395871,Story,Feature 395871: TOFF LOE - MPC Support - EA 14.4,14.4,TOFF,1,
396200,395871,Story,Feature 395871: TOFF LOE - MPC Support - EA 14.3,14.3,TOFF,1,
396199,395871,Story,Feature 395871: TOFF LOE - MPC Support - EA 14.2,14.2,TOFF,2,
396198,395871,Story,Feature 395871: TOFF LOE - MPC Support - EA 14.1,14.1,TOFF,2,
396197,395871,Story,Feature 395871: TOFF LOE - FRB Support - EA 14.5,14.5,TOFF,1,
396196,395871,Story,Feature 395871: TOFF LOE - FRB Support - EA 14.4,14.4,TOFF,1,
396195,395871,Story,Feature 395871: TOFF LOE - FRB Support - EA 14.3,14.3,TOFF,1,
396194,395871,Story,Feature 395871: TOFF LOE - FRB Support - EA 14.2,14.2,TOFF,2,
396193,395871,Story,Feature 395871: TOFF LOE - FRB Support - EA 14.1,14.1,TOFF,2,
396008,396002,Story,Feature 396002: MAGIC PI 14 Technical Support - EA 14.5,14.5,Magic,1,
396007,396002,Story,Feature 396002: MAGIC PI 14 Technical Support - EA 14.4,14.4,Magic,1,
396006,396002,Story,Feature 396002: MAGIC PI 14 Technical Support - EA 14.3,14.3,Magic,1,
396005,396002,Story,Feature 396002: MAGIC PI 14 Technical Support - EA 14.2,14.2,Magic,1,
396004,396002,Story,Feature 396002: MAGIC PI 14 Technical Support - EA 14.1,14.1,Magic,1,
396002,243395,Feature,PI 14 Technical Support (Recurring),14.5,Magic,0,
395926,395855,Story,Feature Demo – Customer Demo Event - Feature 395855: PI 14 Parts List and Drawing Updates/Modifications Discovered within IA Patching or Outside Standard Features (Recurring),14.5,Octopi,1,
395918,395855,Story,Feature 395855: Create CoCo Review for xyz Parts List/Drawings (Part 4) EA 14.4 (Nutanix Holder),14.4,Octopi,1,395919
395917,395855,Story,Feature 395855: Parts List Updates for EA 14.4 (Nutanix holder),14.4,Octopi,1,395918
395916,395855,Story,Feature 395855: Drawing Updates for EA 14.4 (Nutanix holder),14.4,Octopi,1,395918
395871,245568,Feature,"Identify, Report, Prioritize, and Support to Incidents & Trouble Tickets (Recurring)",14.5,TOFF,0,
395866,395855,Story,Feature 395855: Create CoCo Review for 01-P51661E and 53-P52819E_Rev E for AU Drawings (Part 3) EA 14.3,14.3,Octopi,1,395867
395865,395855,Story,Feature 395855: Parts List Updates for EA 14.3 (Nutanix holder),14.3,Octopi,1,395866
395864,395855,Story,Feature 395855: Drawing Updates for EA 14.3 - NME 201/202 ICD,14.2,Octopi,1,395866
395860,395855,Story,Feature 395855: Drawing Updates for EA 14.2 - Resolves Problem 321745 and Problem 1005849,14.2,Octopi,1,395862
395855,262146,Feature,PI 14 Parts List and Drawing Updates/Modifications Discovered within IA Patching or Outside Standard Features (Recurring),14.5,Octopi,0,
395846,395835,Story,Generate and review with customer MFR for EAD 16.0,14.5,Cyber,2,
395843,395835,Story,Update SP Supplement for EAD 16.0 Content,14.5,Cyber,1,
395839,395835,Story,Support application review for DADMs applicability - 14.4,14.4,Cyber,1,
395837,395835,Story,Support application review for DADMs applicability - 14.2,14.2,Cyber,1,
395835,245560,Feature,Cyber MFR Support - PI 14 (Recurring),14.5,Cyber,0,
395771,353134,Story,Feature 353134: Conduct Maintainer Refresher Training in SC (Trainer 2),14.3,Falcons,5,
395770,353134,Story,Feature 353134: Travel to/from Site to Conduct Maintainer Refresher Training in SC (Trainer 2),14.3,Falcons,3,
395769,353345,Story,Feature 353345: Conduct Refresher Training in WH (Trainer 2),14.1,Falcons,3,
395768,353345,Story,Feature 353345: Travel to Site to Conduct Refresher Training at WH (Trainer 2),14.1,Falcons,2,
395727,353256,Story,Feature 353256: Travel to/from Site to Conduct Maintainer Refresher Training in AU (Trainer 2),14.4,Falcons,5,
395726,353256,Story,Feature 353256: Conduct Maintainer Refresher Training in AU (Trainer 2) (Days 1-3),14.4,Falcons,3,
395660,378000,Problem,Minor comment errors in WH AWARE Cell lists,14.1,Magic,0,
395425,392530,Story,Updated HW SW Map for March Patch deployment,14.3,Cyber,3,
395424,392530,Story,Release status report with metrics spreadsheet for March Deployment,14.3,Cyber,2,
395423,392530,Story,Scan and review the patch findings from the site and SWIT and VLAB,14.4,Cyber,3,
395422,392530,Story,Complete SWIT testing For March Patches,14.5,Cyber,3,
395421,392530,Story,"Download patches, and update patching script",14.5,Cyber,1,
395418,392530,Story,"Complete February SWIT Testing, and complete VLAB test for March Deployment",14.2,Cyber,3,
395417,392530,Story,"Create patch bundle,  measure/sign and formally release  to CM with final  script, download bundle to protected laptop",14.2,Cyber,3,
395416,392530,Story,Update Node Config for IA patches,14.2,Cyber,1,
395414,392530,Story,Validate May Deployment Patches in SWIT/Vlab vs Site,14.5,Cyber,2,
395412,392530,Story,May 2020 Patch Deployment - Develop and finalize candidate patch target list,14.4,Cyber,3,
395411,392530,Story,Update Patch SVDs for with redlines from site and misc cleanup,14.4,Cyber,2,
395410,392530,Story,Update IA-Server-patch-tracker spreadsheet in Clear Case w/patch bundle installed,14.2,Cyber,3,
395407,392530,Story,March 2020 IA Patch Deployment,14.3,Cyber,5,
395388,395373,Story,March Updates to IA Repository,14.5,Cyber,2,
395387,395373,Story,February Updates to IA Repository,14.3,Cyber,2,
395386,395373,Story,January Updates to IA Repository,14.1,Cyber,2,
395385,395373,Story,Support Code Collaborator Reviews - 14.5,14.5,Cyber,1,
395384,395373,Story,Support Code Collaborator Reviews - 14.4,14.4,Cyber,1,
395383,395373,Story,Support Code Collaborator Reviews - 14.3,14.3,Cyber,1,
395382,395373,Story,Support Code Collaborator Reviews - 14.2,14.2,Cyber,1,
395381,395373,Story,Support Code Collaborator Reviews - 14.1,14.1,Cyber,1,
395380,395373,Story,IAVA Intake - 14.5,14.5,Cyber,2,
395379,395373,Story,IAVA Intake - 14.4,14.4,Cyber,2,
395378,395373,Story,IAVA Intake - 14.3,14.3,Cyber,2,
395377,395373,Story,IAVA Intake - 14.2,14.2,Cyber,2,
395376,395373,Story,IAVA Intake - 14.1,14.1,Cyber,2,
395373,245560,Feature,Cyber Sustainment Activities - PI 14 (Recurring),14.5,Cyber,0,
395246,378000,Problem,98-P55510M SVD - deficiencies in knowing what is installed on what and gives path to media that are in the RHEL SVD. DEPOT WILL HAVE ISSUES INSTALLING,14.1,Magic,0,
395197,395174,Story,Feature 395174: Evaluation of HW FRB Support EA 14.5,14.5,Labradors,1,
395196,395174,Story,Feature 395174: Evaluation of HW FRB Support EA 14.4,14.4,Labradors,1,
395195,395174,Story,Feature 395174: Evaluation of HW FRB Support EA 14.3,14.3,Labradors,1,
395193,395174,Story,"Feature 395174: Evaluation of HW FRB Support EA 14.1 for 1536_MHZ_CLOCK_DISTRIBUTION_CARD, PN = WS/CSYNC-0/0, SN = 1000056",14.1,Labradors,1,
395191,395174,Story,Feature 395174: Logistics HW FRB Support EA 14.5,14.5,Octopi,5,
395190,395174,Story,Feature 395174: Logistics HW FRB Support EA 14.4,14.4,Octopi,5,
395189,395174,Story,Feature 395174: Logistics HW FRB Support EA 14.3,14.3,Octopi,5,
395188,395174,Story,Feature 395174: Logistics HW FRB Support EA 14.2,14.2,Octopi,5,
395187,395174,Story,Feature 395174: Logistics HW FRB Support EA 14.1,14.1,Octopi,5,
395185,395174,Story,Feature 395174: Lab - Verify Field or Site Declared Failures in the Lab EA 14.5,14.5,Labradors,1,
395184,395174,Story,Feature 395174: Lab - Verify Field or Site Declared Failures in the Lab EA 14.4,14.4,Labradors,1,
395183,395174,Story,Feature 395174: Lab - Verify Field or Site Declared Failures in the Lab EA 14.3,14.3,Labradors,1,
395181,395174,Story,Feature 395174: Lab - Verify Field or Site Declared Failures in the Lab EA 14.1,14.1,Labradors,1,
395179,395174,Story,Feature 395174: Evaluation of HW FRB Support EA 14.5,14.5,Labradors,1,
395178,395174,Story,Feature 395174: Evaluation of HW FRB Support EA 14.4,14.4,Labradors,1,
395177,395174,Story,Feature 395174: Evaluation of HW FRB Support EA 14.3,14.3,Labradors,1,
395176,395174,Story,Feature 395174: Evaluation of HW FRB Support EA 14.2 to Evaluate the GEO Removal in VLab ETISP Frame Sync Loss Issue,14.2,Labradors,1,
395175,395174,Story,"Feature 395174: Evaluation of HW FRB Support EA 14.1 for 1536_MHZ_CLOCK_DISTRIBUTION_CARD, PN = WS/CSYNC-0/0, SN = 1000056",14.1,Labradors,1,
395174,262146,Feature,PI 14 HW FRB Support (Recurring),14.5,Octopi,0,
394979,383958,Story,  Ability to download an Excel spreadsheet template - Part 2,14.2,SIC,2,
394978,383958,Story,  Ability to download an Excel spreadsheet template - Part 1,14.1,SIC,2,
394971,396492,Story,Feature 396492: Verify fix of Problem 390392,14.1,TOFF,1,
394965,378000,Problem,AWARE - VM becomes unusable during MHAL archiving,14.1,Magic,0,
394948,378000,Problem,Splunk is moving between the unknown and executing state when there is loss of communication to the power supply.,14.1,Magic,0,
393891,393793,Story,"Feature 393793: Conclude next investigative phase, make further recommendations addressing MAS Registrar Out-of-Sync (OOS) causes",14.3,TOFF,2,
393799,393793,Story,Feature 393793: Investigate site logs to address MAS Registrar Out-of-Sync (OOS) causes - 14.3,14.3,TOFF,2,
393793,389645,Feature,MAS: Investigate MAS Registrar Out-of-Sync causes,14.3,TOFF,0,
393260,381608,Story,Feature Demo – Customer Demo Event - Feature 381608: Prep and Hold Feature Demo,14.1,WWTS,1,
393257,378000,Problem,SPLUNK Group Status partial outage this weekend for ~16 hours due to AWARE,14.1,Magic,0,
393021,386935,Problem,Typo in Zeta EGS SVD RPM List,14.4,Magic,0,
392975,386935,Problem,Rebase Problem 392974 - No convergence for geos below 300 MHz,14.2,Magic,0,
392767,392743,Story,Feature 392743 ATO: Execute Generic STIG SVD,14.3,SIC,1,
392743,216552,Feature,High Dev Risk -  ATO Generic Unix STIG SVD Findings - (Solaris),14.4,SIC,0,
392710,378000,Problem,Aware does not recover if Radio experiences a power loss,14.1,Magic,0,
392561,1004171,Story,Feature 1004171: Update design docs,14.3,WWTS,1,
392557,1004171,Story,Feature 1004171: Support group solution testing  (14.3),14.3,WWTS,1,
392556,1004171,Story,Feature 1004171: Support group solution testing  (14.3),14.3,WWTS,1,
392555,1004171,Story,Feature 1004171: Support group solution testing  (14.2),14.2,WWTS,2,
392554,1004171,Story,Feature 1004171: Support group solution testing  (14.2),14.2,WWTS,2,
392553,1004171,Story,Feature 1004171: Test group solution (14.2),14.2,WWTS,3,
392552,1004171,Story,Feature 1004171:  Test group solution (14.2),14.2,WWTS,2,
392551,1004171,Story,Feature 1004171: Test group solution (14.3),14.3,WWTS,1,
392550,1004171,Story,Feature 1004171: Test group solution with instrumented build,14.3,WWTS,2,
392549,1004171,Story,Feature 1004171: Integrate and Test group solution (14.3),14.3,WWTS,3,
392546,1004171,Story,Feature 1004171: Code walk through of solutions - Chad,14.3,WWTS,2,
392530,245560,Feature,Cyber IA Patching - PI 14 (Recurring),14.5,Cyber,0,
392526,257560,Story,Feature 257560: Update AWARE Design Documentation FCAPS IDD,14.2,Magic,2,
392524,257560,Story,Feature 257560: Update AWARE Design Documentation FCAPS IDD,14.4,Magic,1,
392523,257560,Story,Feature 257560: Update AWARE Design Documentation - Aware X5 Design Doc - part 3,14.3,Magic,2,
392521,257560,Story,Feature 257560: Update AWARE Design Documentation - Aware X5 Design Doc - part 2,14.2,Magic,3,
392467,384036,Story,Feature 384036: Create Nutanix environment in SWIT LAB,14.2,Okapi,3,
392391,396415,Story,Fix Large File Repository (LFR) Link-Following in ClearCase,14.3,Tools,3,
392379,384036,Story,Feature 384036: Nutanix FM alarm whitelist,14.1,Okapi,2,
392303,354680,Story,Feature 354680 (Site): Create Splunk HA SVD Draft (1st draft for dry-runs) - TeamMember2,14.1,SIC,3,
392302,354680,Story,Feature 354680 (Site): Create Splunk HA SVD Draft (1st draft for dry-runs) - TeamMember1,14.1,SIC,5,
392157,385442,Story,"Feature 385442: Architecture, Design, and Execution Plan - Network Design (Physical Design Create and Review) [14.3]",14.3,Okapi,3,
392151,257560,Story,Feature 257560: Update AWARE Design Documentation,14.4,System Engineering,2,
392150,257560,Story,Feature 257560: Update AWARE Design Documentation,14.2,System Engineering,2,
392149,257560,Story,Feature 257560: Update AWARE Design Documentation,14.1,System Engineering,1,
392132,385442,Story,"Feature 385442: Architecture, Design, and Execution Plan - Network Design  (Functional Design Create and Review) [14.2]",14.2,Okapi,5,
392075,388076,Story,Feature 388076: Final regression test of WF PWIs in this increment,14.3,WWTS,2,
392038,387276,Story,"Feature 387276: ULX SE Assessment - Weekly TIM's, Scenario Simulations Analysis & Documentation",14.2,Alicorn,8,
392037,387276,Story,"Feature 387276: ULX SE Assessment - Complete Scenarios, Analysis of Simulations, Report",14.1,Alicorn,8,
392032,387276,Story,"Feature 387276: ULX SE Assessment - Attend Weekly TIMs, Final Report & Presentation Prep",14.2,System Engineering,2,
392026,387276,Story,"Feature 387276: ULX SE Assessment - Weekly TIM's, Scenario Simulations Analysis & Documentation",14.1,Alicorn,3,
391932,385856,Story,Feature 385856: ACC Test input,14.1,WWTS,1,
391812,368860,Story,Feature: 368860 Canadian Foreign Military Sales (FMS) Planning (SME Support),14.4,Magic,3,
391772,297335,Story,Validate RAN MUOS custom script Issues,14.2,Tools,3,
391721,384036,Story,Feature 384036: IETM develop procedures for VMs,14.1,Okapi,2,
391720,384036,Story,Feature 384036: IETM develop procedures for NME201 and NME202,14.3,Okapi,5,
391719,384036,Story,Feature 384036: IETM develop procedures for Cisco 10 GIG Switch,14.2,Okapi,2,
391709,384036,Story,Feature 384036: Build NME201 (for Nutanix) in H1125 South and connect to SWIT LAB,14.3,Labradors,2,
391705,384036,Story,Feature 384036: complete reviews and deliver new Cisco Switch CI,14.3,Okapi,3,
391703,384036,Story,Feature 384036: Update New Cisco Switch CI to to support Nutanix infrastructure (1),14.1,Okapi,3,
391679,384036,Story,Feature 384036: complete reviews and deliver Extreme Switch CI to to support Nutanix Changes,14.4,Okapi,3,
391678,384036,Story,"Feature 384036: complete SVD migration instructions and configs for ExtremeSwitch, Firewall, load balancer and Router",14.1,Okapi,1,
391563,377437,Story,Implement PWI 389378,14.4,Okapi,3,
391536,385856,Story,Feature 385856: Conversion to ACC - IETM Placeholder,14.2,Falcons,1,
391520,385856,Story,Feature 385856: Create ROM and Notional Schedule - Fernando,14.3,WWTS,8,
391519,385856,Story,Feature 385856: Create ROM and Notional Schedule - Anton,14.2,WWTS,2,
391518,385856,Story,Feature 385856: Create ROM and Notional Schedule - Ty,14.3,WWTS,2,
391517,385856,Story,Feature 385856: Create ROM and Notional Schedule - Hy,14.2,WWTS,2,
391512,384136,Story,Feature 384136: Develop IETM procedures based on list of identified IETM updates. Part 1,14.1,Okapi,5,
391509,384036,Story,Feature 384036: Build and Deliver  98-P59434M_NM_CSCI_SVD.doc for Nutanix Hardware,14.2,Okapi,1,
391507,384036,Story,Feature 384036: Update 98-P59434M_NM_CSCI_SVD.doc,14.3,Okapi,2,
391465,384036,Story,Feature 384036:(SIEM SVD) update to support Nutanix and iLo data- Part 1,14.2,Okapi,5,
391459,354680,Story,Feature 354680 (Site): Splunk HA VLAB performance / integration Testing,14.2,SIC,2,
391458,354680,Story,Feature 354680 (Site): Splunk HA VLAB Data Migration - TeamMember3,14.2,SIC,1,
